发票号,超市,所在城市,客户类型,客户性别,商品类别,单价,购买数量,税额,总价,购买时间,支付方式,销售成本,毛利,客户满意度,交易时间,交易日,交易月,交易年,交易小时,经度,纬度
670-79-6321,B,曼德勒,会员,女性,生活家居,94.59,7,33.1065,695.2365,15:27,信用卡,662.13,33.1065,4.9,2019-01-17,17,1,2019,15,21.9588,96.0891
852-62-7105,B,曼德勒,非会员,女性,时尚配饰,83.25,10,41.625,874.125,11:25,信用卡,832.5,41.625,4.4,2019-01-12,12,1,2019,11,21.9588,96.0891
598-06-7312,B,曼德勒,会员,男性,时尚配饰,91.35,1,4.5675,95.9175,15:42,现金,91.35,4.5675,6.8,2019-02-16,16,2,2019,15,21.9588,96.0891
135-13-8269,B,曼德勒,会员,女性,饮食,78.88,2,7.888,165.648,16:04,现金,157.76,7.888,9.1,2019-01-26,26,1,2019,16,21.9588,96.0891
816-57-2053,A,仰光,非会员,男性,运动与旅行,60.87,2,6.087000000000001,127.82700000000001,12:37,电子钱包,121.74,6.087000000000001,8.7,2019-03-09,9,3,2019,12,16.8661,96.1951
628-90-8624,B,曼德勒,会员,男性,健康与美容,82.58,10,41.29,867.09,14:41,现金,825.8,41.29,5.0,2019-03-14,14,3,2019,14,21.9588,96.0891
856-66-2701,A,仰光,会员,男性,生活家居,53.3,3,7.995,167.895,14:19,电子钱包,159.9,7.995,7.5,2019-01-25,25,1,2019,14,16.8661,96.1951
308-39-1707,A,仰光,非会员,女性,时尚配饰,12.09,1,0.6045,12.6945,18:19,信用卡,12.09,0.6045,8.2,2019-01-26,26,1,2019,18,16.8661,96.1951
149-61-1929,A,仰光,非会员,男性,运动与旅行,64.19,10,32.095,673.995,14:08,信用卡,641.9,32.095,6.7,2019-01-19,19,1,2019,14,16.8661,96.1951
655-07-2265,A,仰光,非会员,男性,电子配件,78.31,3,11.7465,246.6765,16:38,电子钱包,234.93,11.7465,5.4,2019-03-05,5,3,2019,16,16.8661,96.1951
589-02-8023,A,仰光,会员,男性,饮食,83.77,2,8.377,175.917,10:54,信用卡,167.54,8.377,7.0,2019-01-15,15,1,2019,10,16.8661,96.1951
420-04-7590,B,曼德勒,非会员,男性,生活家居,99.7,3,14.955,314.055,11:29,电子钱包,299.1,14.955,4.7,2019-03-18,18,3,2019,11,21.9588,96.0891
182-88-2763,B,曼德勒,会员,男性,饮食,79.91,3,11.9865,251.7165,19:28,信用卡,239.73,11.9865,5.0,2019-03-20,20,3,2019,19,21.9588,96.0891
188-55-0967,B,曼德勒,会员,男性,健康与美容,66.47,10,33.235,697.935,15:01,信用卡,664.7,33.235,5.0,2019-01-15,15,1,2019,15,21.9588,96.0891
610-46-4100,A,仰光,非会员,男性,健康与美容,28.95,7,10.1325,212.7825,20:31,信用卡,202.65,10.1325,6.0,2019-03-03,3,3,2019,20,16.8661,96.1951
318-81-2368,C,内比都,非会员,女性,电子配件,46.2,1,2.31,48.51,12:16,现金,46.2,2.31,6.3,2019-03-19,19,3,2019,12,19.7633,96.0785
364-33-8584,B,曼德勒,会员,女性,饮食,17.63,5,4.4075,92.5575,15:27,现金,88.15,4.4075,8.5,2019-03-08,8,3,2019,15,21.9588,96.0891
665-63-9737,B,曼德勒,非会员,男性,时尚配饰,52.42,3,7.8629999999999995,165.123,17:36,电子钱包,157.26,7.8629999999999995,7.5,2019-02-27,27,2,2019,17,21.9588,96.0891
695-09-5146,B,曼德勒,会员,女性,饮食,98.79,3,14.8185,311.1885,20:00,电子钱包,296.37,14.8185,6.4,2019-02-23,23,2,2019,20,21.9588,96.0891
155-45-3814,C,内比都,会员,女性,电子配件,88.55,8,35.42,743.82,15:29,电子钱包,708.4,35.42,4.7,2019-03-19,19,3,2019,15,19.7633,96.0785
794-32-2436,B,曼德勒,会员,男性,电子配件,55.67,2,5.567,116.90700000000001,15:08,电子钱包,111.34,5.567,6.0,2019-03-27,27,3,2019,15,21.9588,96.0891
131-15-8856,C,内比都,会员,女性,饮食,72.52,8,29.008000000000003,609.168,19:26,信用卡,580.16,29.008000000000003,4.0,2019-03-30,30,3,2019,19,19.7633,96.0785
273-84-2164,C,内比都,会员,男性,电子配件,12.05,5,3.0125,63.2625,15:53,电子钱包,60.25,3.0125,5.5,2019-02-16,16,2,2019,15,19.7633,96.0785
706-36-6154,A,仰光,会员,男性,生活家居,19.36,9,8.712,182.952,18:43,电子钱包,174.24,8.712,8.7,2019-01-18,18,1,2019,18,16.8661,96.1951
778-89-7974,C,内比都,非会员,男性,健康与美容,70.21,6,21.063000000000002,442.32300000000004,14:58,现金,421.26,21.063000000000002,7.4,2019-03-30,30,3,2019,14,19.7633,96.0785
574-31-8277,B,曼德勒,会员,男性,时尚配饰,33.63,1,1.6815,35.3115,19:55,现金,33.63,1.6815,5.6,2019-03-20,20,3,2019,19,21.9588,96.0891
859-71-0933,C,内比都,会员,女性,运动与旅行,15.49,2,1.5490000000000002,32.529,15:10,现金,30.98,1.5490000000000002,6.3,2019-01-16,16,1,2019,15,19.7633,96.0785
740-11-5257,C,内比都,非会员,男性,电子配件,24.74,10,12.37,259.77,16:44,现金,247.4,12.37,7.1,2019-02-24,24,2,2019,16,19.7633,96.0785
369-82-2676,B,曼德勒,非会员,男性,电子配件,75.66,5,18.915,397.215,18:22,电子钱包,378.3,18.915,7.8,2019-01-15,15,1,2019,18,21.9588,96.0891
563-47-4072,B,曼德勒,非会员,女性,健康与美容,55.81,6,16.743,351.603,11:52,现金,334.86,16.743,9.9,2019-01-22,22,1,2019,11,21.9588,96.0891
742-04-5161,A,仰光,会员,男性,生活家居,72.78,10,36.39,764.19,17:24,现金,727.8,36.39,7.3,2019-02-03,3,2,2019,17,16.8661,96.1951
149-15-7606,B,曼德勒,会员,男性,运动与旅行,37.32,9,16.794,352.67400000000004,15:31,电子钱包,335.88,16.794,5.1,2019-03-06,6,3,2019,15,21.9588,96.0891
133-77-3154,B,曼德勒,会员,男性,时尚配饰,60.18,4,12.036,252.75599999999997,18:04,信用卡,240.72,12.036,9.4,2019-02-16,16,2,2019,18,21.9588,96.0891
169-52-4504,A,仰光,非会员,女性,电子配件,15.69,3,2.3535,49.4235,14:13,信用卡,47.07,2.3535,5.8,2019-03-14,14,3,2019,14,16.8661,96.1951
250-81-7186,C,内比都,非会员,女性,电子配件,99.69,1,4.9845,104.6745,10:23,信用卡,99.69,4.9845,8.0,2019-02-27,27,2,2019,10,19.7633,96.0785
562-12-5430,A,仰光,会员,女性,时尚配饰,88.15,3,13.2225,277.6725,10:11,电子钱包,264.45,13.2225,7.9,2019-01-18,18,1,2019,10,16.8661,96.1951
816-72-8853,A,仰光,会员,女性,运动与旅行,27.93,5,6.9825,146.6325,15:48,现金,139.65,6.9825,5.9,2019-01-29,29,1,2019,15,16.8661,96.1951
491-38-3499,A,仰光,会员,男性,时尚配饰,55.45,1,2.7725,58.2225,17:46,信用卡,55.45,2.7725,4.9,2019-02-26,26,2,2019,17,16.8661,96.1951
322-02-2271,B,曼德勒,非会员,女性,运动与旅行,42.97,3,6.4455,135.3555,11:46,现金,128.91,6.4455,9.3,2019-02-03,3,2,2019,11,21.9588,96.0891
842-29-4695,C,内比都,会员,男性,运动与旅行,17.14,7,5.999,125.979,12:07,信用卡,119.98,5.999,7.9,2019-01-16,16,1,2019,12,19.7633,96.0785
725-67-2480,B,曼德勒,会员,女性,时尚配饰,58.75,6,17.625,370.125,18:14,信用卡,352.5,17.625,5.9,2019-03-24,24,3,2019,18,21.9588,96.0891
641-51-2661,C,内比都,会员,女性,饮食,87.1,10,43.55,914.55,14:45,信用卡,871.0,43.55,9.9,2019-02-12,12,2,2019,14,19.7633,96.0785
714-02-3114,C,内比都,非会员,女性,运动与旅行,98.8,2,9.88,207.48,11:39,现金,197.6,9.88,7.7,2019-02-21,21,2,2019,11,19.7633,96.0785
518-17-2983,A,仰光,非会员,女性,时尚配饰,48.63,4,9.726,204.24599999999998,15:44,电子钱包,194.52,9.726,7.6,2019-02-04,4,2,2019,15,16.8661,96.1951
779-42-2410,B,曼德勒,会员,男性,饮食,57.74,3,8.661,181.88099999999997,13:06,电子钱包,173.22,8.661,7.7,2019-02-20,20,2,2019,13,21.9588,96.0891
190-14-3147,B,曼德勒,非会员,女性,健康与美容,17.97,4,3.594,75.47399999999999,20:43,电子钱包,71.88,3.594,6.4,2019-02-23,23,2,2019,20,21.9588,96.0891
408-66-6712,C,内比都,会员,女性,健康与美容,47.71,6,14.312999999999999,300.573,14:19,电子钱包,286.26,14.312999999999999,4.4,2019-02-16,16,2,2019,14,19.7633,96.0785
679-22-6530,B,曼德勒,非会员,女性,运动与旅行,40.62,2,4.062,85.302,10:01,信用卡,81.24,4.062,4.1,2019-01-17,17,1,2019,10,21.9588,96.0891
588-47-8641,A,仰光,会员,男性,时尚配饰,56.04,10,28.02,588.42,19:30,电子钱包,560.4,28.02,4.4,2019-01-14,14,1,2019,19,16.8661,96.1951
642-61-4706,B,曼德勒,会员,男性,饮食,93.4,2,9.34,196.14,16:34,现金,186.8,9.34,5.5,2019-03-30,30,3,2019,16,21.9588,96.0891
576-31-4774,B,曼德勒,非会员,女性,健康与美容,73.41,3,11.0115,231.2415,13:10,电子钱包,220.23,11.0115,4.0,2019-03-02,2,3,2019,13,21.9588,96.0891
556-41-6224,C,内比都,非会员,男性,健康与美容,33.64,8,13.456,282.57599999999996,17:10,信用卡,269.12,13.456,9.3,2019-02-15,15,2,2019,17,19.7633,96.0785
811-03-8790,A,仰光,非会员,女性,电子配件,45.48,10,22.74,477.54,10:22,信用卡,454.8,22.74,4.8,2019-03-01,1,3,2019,10,16.8661,96.1951
242-11-3142,B,曼德勒,会员,男性,时尚配饰,83.77,2,8.377,175.917,19:57,现金,167.54,8.377,4.6,2019-02-24,24,2,2019,19,21.9588,96.0891
752-23-3760,B,曼德勒,会员,女性,运动与旅行,64.08,7,22.428,470.98800000000006,19:29,信用卡,448.56,22.428,7.3,2019-02-19,19,2,2019,19,21.9588,96.0891
274-05-5470,A,仰光,会员,女性,饮食,73.47,4,14.694,308.574,18:30,现金,293.88,14.694,6.0,2019-02-23,23,2,2019,18,16.8661,96.1951
648-94-3045,C,内比都,非会员,男性,健康与美容,58.95,10,29.475,618.975,14:27,电子钱包,589.5,29.475,8.1,2019-02-07,7,2,2019,14,19.7633,96.0785
130-67-4723,A,仰光,会员,男性,饮食,48.5,6,14.55,305.55,13:57,电子钱包,291.0,14.55,9.4,2019-01-11,11,1,2019,13,16.8661,96.1951
528-87-5606,B,曼德勒,会员,女性,电子配件,39.48,1,1.974,41.45399999999999,19:43,现金,39.48,1.974,6.5,2019-02-12,12,2,2019,19,21.9588,96.0891
320-85-2052,B,曼德勒,非会员,女性,运动与旅行,34.81,1,1.7405,36.5505,10:11,信用卡,34.81,1.7405,7.0,2019-01-14,14,1,2019,10,21.9588,96.0891
370-96-0655,C,内比都,非会员,女性,时尚配饰,49.32,6,14.796,310.716,13:46,电子钱包,295.92,14.796,7.1,2019-01-09,9,1,2019,13,19.7633,96.0785
105-10-6182,A,仰光,会员,男性,时尚配饰,21.48,2,2.148,45.108000000000004,12:22,电子钱包,42.96,2.148,6.6,2019-02-27,27,2,2019,12,16.8661,96.1951
510-79-0415,B,曼德勒,会员,女性,运动与旅行,23.08,6,6.9239999999999995,145.404,19:20,电子钱包,138.48,6.9239999999999995,4.9,2019-01-24,24,1,2019,19,21.9588,96.0891
241-96-5076,B,曼德勒,会员,女性,生活家居,49.1,2,4.91,103.11,12:58,信用卡,98.2,4.91,6.4,2019-01-08,8,1,2019,12,21.9588,96.0891
767-97-4650,B,曼德勒,会员,女性,运动与旅行,64.83,2,6.483,136.143,11:59,信用卡,129.66,6.483,8.0,2019-01-08,8,1,2019,11,21.9588,96.0891
648-83-1321,A,仰光,会员,男性,生活家居,63.56,10,31.78,667.38,17:59,现金,635.6,31.78,4.3,2019-01-16,16,1,2019,17,16.8661,96.1951
173-57-2300,C,内比都,会员,男性,运动与旅行,72.88,2,7.287999999999999,153.048,12:51,现金,145.76,7.287999999999999,6.1,2019-03-13,13,3,2019,12,19.7633,96.0785
305-03-2383,A,仰光,非会员,女性,饮食,67.1,3,10.065,211.365,10:36,现金,201.3,10.065,7.5,2019-02-15,15,2,2019,10,16.8661,96.1951
394-55-6384,C,内比都,会员,女性,运动与旅行,70.19,9,31.5855,663.2955,13:38,现金,631.71,31.5855,6.7,2019-01-25,25,1,2019,13,19.7633,96.0785
266-20-6657,C,内比都,会员,男性,饮食,55.04,7,19.264,404.54400000000004,19:39,电子钱包,385.28,19.264,5.2,2019-03-12,12,3,2019,19,19.7633,96.0785
689-05-1884,A,仰光,会员,男性,健康与美容,48.63,10,24.315,510.615,12:44,现金,486.3,24.315,8.8,2019-03-04,4,3,2019,12,16.8661,96.1951
196-01-2849,C,内比都,会员,女性,时尚配饰,73.38,7,25.683000000000003,539.3430000000001,13:56,现金,513.66,25.683000000000003,9.5,2019-02-10,10,2,2019,13,19.7633,96.0785
372-62-5264,C,内比都,非会员,女性,饮食,52.6,9,23.67,497.07,14:42,现金,473.4,23.67,7.6,2019-01-16,16,1,2019,14,19.7633,96.0785
800-09-8606,A,仰光,会员,女性,生活家居,87.37,5,21.8425,458.6925,19:45,现金,436.85,21.8425,6.6,2019-01-29,29,1,2019,19,16.8661,96.1951
182-52-7000,A,仰光,会员,女性,运动与旅行,27.04,4,5.4079999999999995,113.568,20:26,电子钱包,108.16,5.4079999999999995,6.9,2019-01-01,1,1,2019,20,16.8661,96.1951
826-58-8051,B,曼德勒,非会员,男性,生活家居,62.19,4,12.437999999999999,261.198,19:46,电子钱包,248.76,12.437999999999999,4.3,2019-01-06,6,1,2019,19,21.9588,96.0891
868-06-0466,A,仰光,会员,男性,电子配件,69.58,9,31.311,657.5310000000001,19:38,信用卡,626.22,31.311,7.8,2019-02-19,19,2,2019,19,16.8661,96.1951
751-41-9720,C,内比都,非会员,男性,生活家居,97.5,10,48.75,1023.75,16:18,电子钱包,975.0,48.75,8.0,2019-01-12,12,1,2019,16,19.7633,96.0785
626-43-7888,C,内比都,非会员,女性,时尚配饰,60.41,8,24.164,507.444,12:23,电子钱包,483.28,24.164,9.6,2019-02-07,7,2,2019,12,19.7633,96.0785
176-64-7711,B,曼德勒,非会员,男性,饮食,32.32,3,4.848,101.80799999999999,19:11,信用卡,96.96,4.848,4.3,2019-03-27,27,3,2019,19,21.9588,96.0891
191-29-0321,B,曼德勒,会员,女性,时尚配饰,19.77,10,9.885,207.585,18:57,信用卡,197.7,9.885,5.0,2019-02-27,27,2,2019,18,21.9588,96.0891
729-06-2010,B,曼德勒,会员,男性,健康与美容,80.47,9,36.2115,760.4415,11:18,现金,724.23,36.2115,9.2,2019-01-06,6,1,2019,11,21.9588,96.0891
640-48-5028,B,曼德勒,会员,女性,生活家居,88.39,9,39.7755,835.2855,12:40,现金,795.51,39.7755,6.3,2019-03-02,2,3,2019,12,21.9588,96.0891
186-79-9562,B,曼德勒,非会员,男性,健康与美容,71.77,7,25.1195,527.5095,14:06,现金,502.39,25.1195,8.9,2019-03-29,29,3,2019,14,21.9588,96.0891
834-45-5519,B,曼德勒,非会员,女性,电子配件,43.0,4,8.6,180.6,20:48,电子钱包,172.0,8.6,7.6,2019-01-31,31,1,2019,20,21.9588,96.0891
162-65-8559,C,内比都,会员,男性,饮食,68.98,1,3.449,72.429,20:13,现金,68.98,3.449,4.8,2019-01-21,21,1,2019,20,19.7633,96.0785
760-27-5490,C,内比都,非会员,男性,时尚配饰,15.62,8,6.247999999999999,131.208,20:37,电子钱包,124.96,6.247999999999999,9.1,2019-01-20,20,1,2019,20,19.7633,96.0785
445-30-9252,A,仰光,非会员,男性,运动与旅行,25.7,3,3.855,80.955,17:59,电子钱包,77.1,3.855,6.1,2019-01-17,17,1,2019,17,16.8661,96.1951
786-94-2700,A,仰光,会员,男性,饮食,80.62,6,24.186,507.906,20:18,现金,483.72,24.186,9.1,2019-02-28,28,2,2019,20,16.8661,96.1951
728-88-7867,C,内比都,会员,女性,生活家居,75.53,4,15.106,317.226,15:52,电子钱包,302.12,15.106,8.3,2019-03-19,19,3,2019,15,19.7633,96.0785
183-21-3799,C,内比都,非会员,女性,电子配件,77.63,9,34.9335,733.6035,15:14,电子钱包,698.67,34.9335,7.2,2019-02-19,19,2,2019,15,19.7633,96.0785
268-20-3585,C,内比都,非会员,女性,健康与美容,13.85,9,6.2325,130.8825,12:50,电子钱包,124.65,6.2325,6.0,2019-02-04,4,2,2019,12,19.7633,96.0785
735-32-9839,C,内比都,会员,男性,时尚配饰,98.7,8,39.48,829.08,10:36,电子钱包,789.6,39.48,8.5,2019-01-31,31,1,2019,10,19.7633,96.0785
258-92-7466,A,仰光,非会员,女性,健康与美容,35.68,5,8.92,187.32,18:33,信用卡,178.4,8.92,6.6,2019-02-06,6,2,2019,18,16.8661,96.1951
857-16-3520,A,仰光,会员,女性,时尚配饰,71.46,7,25.011,525.231,16:06,电子钱包,500.22,25.011,4.5,2019-03-28,28,3,2019,16,16.8661,96.1951
482-17-1179,A,仰光,会员,男性,电子配件,11.94,3,1.791,37.611,12:47,信用卡,35.82,1.791,8.1,2019-01-19,19,1,2019,12,16.8661,96.1951
788-21-5741,A,仰光,非会员,男性,时尚配饰,45.38,3,6.807,142.947,13:34,信用卡,136.14,6.807,7.2,2019-02-17,17,2,2019,13,16.8661,96.1951
821-14-9046,B,曼德勒,会员,女性,时尚配饰,17.48,6,5.244,110.124,15:04,信用卡,104.88,5.244,6.1,2019-01-18,18,1,2019,15,21.9588,96.0891
418-05-0656,B,曼德勒,非会员,女性,时尚配饰,25.56,7,8.946,187.86599999999999,20:42,现金,178.92,8.946,7.1,2019-02-02,2,2,2019,20,21.9588,96.0891
678-79-0726,C,内比都,会员,女性,运动与旅行,90.63,9,40.7835,856.4535,15:28,现金,815.67,40.7835,5.1,2019-01-18,18,1,2019,15,19.7633,96.0785
776-68-1096,B,曼德勒,非会员,男性,生活家居,44.12,3,6.617999999999999,138.97799999999998,13:45,信用卡,132.36,6.617999999999999,7.9,2019-03-18,18,3,2019,13,21.9588,96.0891
592-46-1692,C,内比都,会员,女性,饮食,36.77,7,12.8695,270.2595,20:10,现金,257.39,12.8695,7.4,2019-01-11,11,1,2019,20,19.7633,96.0785
434-35-9162,B,曼德勒,会员,男性,饮食,23.34,4,4.668,98.02799999999999,18:53,电子钱包,93.36,4.668,7.4,2019-02-04,4,2,2019,18,21.9588,96.0891
149-14-0304,C,内比都,会员,女性,健康与美容,28.5,8,11.4,239.4,14:24,现金,228.0,11.4,6.6,2019-02-06,6,2,2019,14,19.7633,96.0785
442-44-6497,C,内比都,会员,男性,生活家居,55.57,3,8.3355,175.0455,11:42,信用卡,166.71,8.3355,5.9,2019-01-08,8,1,2019,11,19.7633,96.0785
174-64-0215,B,曼德勒,非会员,男性,运动与旅行,69.74,10,34.87,732.27,17:49,信用卡,697.4,34.87,8.9,2019-03-05,5,3,2019,17,21.9588,96.0891
210-74-9613,C,内比都,非会员,男性,时尚配饰,97.26,4,19.452,408.49199999999996,15:33,电子钱包,389.04,19.452,6.8,2019-03-16,16,3,2019,15,19.7633,96.0785
299-29-0180,B,曼德勒,会员,女性,生活家居,52.18,7,18.262999999999998,383.523,10:54,现金,365.26,18.262999999999998,9.3,2019-03-09,9,3,2019,10,21.9588,96.0891
247-11-2470,A,仰光,会员,女性,时尚配饰,22.32,4,4.4639999999999995,93.744,16:23,信用卡,89.28,4.4639999999999995,4.4,2019-03-01,1,3,2019,16,16.8661,96.1951
635-28-5728,A,仰光,非会员,男性,健康与美容,56.0,3,8.4,176.4,19:33,电子钱包,168.0,8.4,4.8,2019-02-28,28,2,2019,19,16.8661,96.1951
756-49-0168,A,仰光,会员,男性,时尚配饰,19.7,1,0.985,20.685,11:39,电子钱包,19.7,0.985,9.5,2019-02-08,8,2,2019,11,16.8661,96.1951
438-23-1242,B,曼德勒,非会员,男性,电子配件,75.88,7,26.558000000000003,557.7180000000001,10:38,电子钱包,531.16,26.558000000000003,8.9,2019-01-24,24,1,2019,10,21.9588,96.0891
238-45-6950,B,曼德勒,会员,男性,饮食,53.72,1,2.6860000000000004,56.406000000000006,20:03,电子钱包,53.72,2.6860000000000004,6.4,2019-03-01,1,3,2019,20,21.9588,96.0891
607-65-2441,C,内比都,会员,男性,健康与美容,81.95,10,40.975,860.475,12:39,信用卡,819.5,40.975,6.0,2019-03-10,10,3,2019,12,19.7633,96.0785
386-27-7606,C,内比都,会员,女性,生活家居,81.2,7,28.42,596.82,15:59,信用卡,568.4,28.42,8.1,2019-03-23,23,3,2019,15,19.7633,96.0785
137-63-5492,C,内比都,非会员,男性,电子配件,58.76,10,29.38,616.98,14:26,电子钱包,587.6,29.38,9.0,2019-01-29,29,1,2019,14,19.7633,96.0785
197-77-7132,B,曼德勒,会员,男性,电子配件,91.56,8,36.624,769.1039999999999,18:22,电子钱包,732.48,36.624,6.0,2019-01-12,12,1,2019,18,21.9588,96.0891
805-86-0265,A,仰光,非会员,男性,生活家居,93.96,9,42.282,887.922,11:32,现金,845.64,42.282,9.8,2019-03-20,20,3,2019,11,16.8661,96.1951
733-29-1227,C,内比都,非会员,男性,生活家居,55.61,7,19.4635,408.7335,12:41,现金,389.27,19.4635,8.5,2019-03-23,23,3,2019,12,19.7633,96.0785
451-73-2711,C,内比都,非会员,男性,饮食,84.83,1,4.2415,89.0715,15:20,电子钱包,84.83,4.2415,8.8,2019-01-14,14,1,2019,15,19.7633,96.0785
373-14-0504,A,仰光,会员,女性,运动与旅行,71.63,2,7.162999999999999,150.423,14:33,电子钱包,143.26,7.162999999999999,8.8,2019-02-12,12,2,2019,14,16.8661,96.1951
546-80-2899,A,仰光,会员,男性,生活家居,37.69,2,3.7689999999999997,79.149,15:29,电子钱包,75.38,3.7689999999999997,9.5,2019-02-20,20,2,2019,15,16.8661,96.1951
345-68-9016,C,内比都,会员,女性,运动与旅行,31.67,8,12.668,266.028,16:19,信用卡,253.36,12.668,5.6,2019-01-02,2,1,2019,16,19.7633,96.0785
390-17-5806,C,内比都,会员,女性,饮食,38.42,1,1.921,40.341,16:33,现金,38.42,1.921,8.6,2019-02-02,2,2,2019,16,19.7633,96.0785
457-13-1708,B,曼德勒,会员,男性,时尚配饰,65.23,10,32.615,684.915,19:07,信用卡,652.3,32.615,5.2,2019-01-08,8,1,2019,19,21.9588,96.0891
664-14-2882,C,内比都,会员,女性,生活家居,10.53,5,2.6325,55.2825,14:43,信用卡,52.65,2.6325,5.8,2019-01-30,30,1,2019,14,19.7633,96.0785
487-79-6868,B,曼德勒,会员,女性,生活家居,12.29,9,5.5305,116.1405,19:28,信用卡,110.61,5.5305,8.0,2019-03-26,26,3,2019,19,21.9588,96.0891
314-23-4520,C,内比都,会员,男性,健康与美容,81.23,7,28.4305,597.0405,20:44,现金,568.61,28.4305,9.0,2019-01-15,15,1,2019,20,19.7633,96.0785
210-30-7976,B,曼德勒,会员,女性,时尚配饰,22.32,4,4.4639999999999995,93.744,11:16,电子钱包,89.28,4.4639999999999995,4.1,2019-03-14,14,3,2019,11,21.9588,96.0891
585-86-8361,A,仰光,非会员,女性,饮食,27.28,5,6.82,143.22,10:31,信用卡,136.4,6.82,8.6,2019-02-03,3,2,2019,10,16.8661,96.1951
807-14-7833,A,仰光,会员,女性,电子配件,17.42,10,8.71,182.91,12:30,电子钱包,174.2,8.71,7.0,2019-02-22,22,2,2019,12,16.8661,96.1951
775-72-1988,B,曼德勒,非会员,男性,生活家居,73.28,5,18.32,384.72,15:05,电子钱包,366.4,18.32,8.4,2019-01-24,24,1,2019,15,21.9588,96.0891
288-38-3758,C,内比都,会员,女性,时尚配饰,84.87,3,12.7305,267.3405,18:30,电子钱包,254.61,12.7305,7.4,2019-01-25,25,1,2019,18,19.7633,96.0785
652-43-6591,A,仰光,非会员,女性,时尚配饰,97.29,8,38.916,817.2360000000001,13:18,信用卡,778.32,38.916,6.2,2019-03-09,9,3,2019,13,16.8661,96.1951
785-96-0615,B,曼德勒,会员,女性,电子配件,35.74,8,14.296,300.216,15:28,电子钱包,285.92,14.296,4.9,2019-02-17,17,2,2019,15,21.9588,96.0891
406-46-7107,A,仰光,非会员,女性,生活家居,96.52,6,28.956,608.076,11:52,现金,579.12,28.956,4.5,2019-01-11,11,1,2019,11,16.8661,96.1951
250-17-5703,A,仰光,会员,男性,饮食,18.85,10,9.425,197.925,18:24,电子钱包,188.5,9.425,5.6,2019-02-27,27,2,2019,18,16.8661,96.1951
156-95-3964,A,仰光,非会员,女性,饮食,55.39,4,11.078,232.638,15:19,电子钱包,221.56,11.078,8.0,2019-03-25,25,3,2019,15,16.8661,96.1951
842-40-8179,B,曼德勒,会员,女性,饮食,77.2,10,38.6,810.6,10:38,信用卡,772.0,38.6,5.6,2019-02-11,11,2,2019,10,21.9588,96.0891
525-09-8450,B,曼德勒,非会员,男性,电子配件,72.13,10,36.065,757.365,15:12,信用卡,721.3,36.065,4.2,2019-01-31,31,1,2019,15,21.9588,96.0891
410-67-1709,A,仰光,会员,女性,时尚配饰,63.88,8,25.552,536.592,17:48,电子钱包,511.04,25.552,9.9,2019-01-20,20,1,2019,17,16.8661,96.1951
587-73-4862,A,仰光,会员,女性,健康与美容,10.69,5,2.6725,56.1225,11:07,电子钱包,53.45,2.6725,7.6,2019-03-26,26,3,2019,11,16.8661,96.1951
787-87-2010,A,仰光,会员,男性,健康与美容,55.5,4,11.1,233.1,15:48,信用卡,222.0,11.1,6.6,2019-01-20,20,1,2019,15,16.8661,96.1951
593-14-4239,B,曼德勒,非会员,女性,生活家居,95.46,8,38.184,801.8639999999999,19:40,电子钱包,763.68,38.184,4.7,2019-03-05,5,3,2019,19,21.9588,96.0891
801-88-0346,C,内比都,非会员,女性,时尚配饰,76.06,3,11.409,239.58900000000003,20:30,信用卡,228.18,11.409,9.8,2019-01-05,5,1,2019,20,19.7633,96.0785
388-76-2555,B,曼德勒,非会员,男性,运动与旅行,13.69,6,4.107,86.24700000000001,13:59,现金,82.14,4.107,6.3,2019-02-13,13,2,2019,13,21.9588,96.0891
711-31-1234,B,曼德勒,非会员,女性,电子配件,95.64,4,19.128,401.68800000000005,18:51,现金,382.56,19.128,7.9,2019-03-16,16,3,2019,18,21.9588,96.0891
886-54-6089,A,仰光,非会员,女性,生活家居,11.43,6,3.429,72.009,17:24,现金,68.58,3.429,7.7,2019-01-15,15,1,2019,17,16.8661,96.1951
707-32-7409,B,曼德勒,会员,女性,运动与旅行,95.54,4,19.108,401.26800000000003,11:58,电子钱包,382.16,19.108,4.5,2019-02-26,26,2,2019,11,21.9588,96.0891
759-98-4285,C,内比都,会员,女性,健康与美容,85.87,7,30.0545,631.1445,19:01,信用卡,601.09,30.0545,8.0,2019-02-27,27,2,2019,19,19.7633,96.0785
201-63-8275,C,内比都,会员,女性,运动与旅行,67.99,7,23.7965,499.7265,16:50,电子钱包,475.93,23.7965,5.7,2019-02-17,17,2,2019,16,19.7633,96.0785
471-06-8611,C,内比都,非会员,女性,饮食,52.42,1,2.6210000000000004,55.041000000000004,10:22,信用卡,52.42,2.6210000000000004,6.3,2019-02-06,6,2,2019,10,19.7633,96.0785
200-16-5952,C,内比都,会员,男性,饮食,65.65,2,6.565,137.865,16:46,现金,131.3,6.565,6.0,2019-01-17,17,1,2019,16,19.7633,96.0785
120-54-2248,B,曼德勒,非会员,女性,饮食,28.86,5,7.215,151.515,18:08,信用卡,144.3,7.215,8.0,2019-01-22,22,1,2019,18,21.9588,96.0891
102-77-2261,C,内比都,会员,男性,健康与美容,65.31,7,22.8585,480.0285,18:02,信用卡,457.17,22.8585,4.2,2019-03-05,5,3,2019,18,19.7633,96.0785
